image_id,ground_truth_gender,human_reference,generated_text_baseline,generated_text_debiased,gt_captions
550707,Female,A couple of women sitting next to each other in frotn of a cake.,A woman sitting in front of a cake with candles.,A woman cutting a cake with a knife.,"['A couple of women sitting next to each other in frotn of a cake.', 'Woman is just about to cut birthday cake as friends are around.', 'A woman sitting on a sofa cuts a cake while two others watch.', 'The woman is slicing the festive birthday cake.', 'Three women in a living room as a birthday cake is cut.']"
13525,Female,a nude person sitting on a bed with sheets and pillows,A woman laying on top of a bed covered in a white blanket.,A woman laying on a bed with her legs crossed.,"['a nude person sitting on a bed with sheets and pillows', 'a naked girl that is sitting down on a bed', 'A woman with no clothes on sitting on the edge of a bed.', 'A woman sits on the edge of a rumpled bed. ', 'A naked woman with a tattoo sits on the edge of a bed.']"
321877,Female,A blond woman hold a red Wii controller. ,A woman smiling while holding a red object.,A woman holding a red Nintendo Wii game controller.,"['A blond woman hold a red Wii controller. ', 'A woman holding a red object and smiling.', 'A woman in striped shirt playing a game with Nintendo Wii controllers.', 'A woman is smiling while hunched over in a room.', 'A smiling blonde woman poses playfully with a red object next to her ear, as she would hold a telephone.']"
221000,Female,The woman sits in bed as a child stands at the foot of it.,A woman laying in a hospital bed with two children.,A woman in a hospital bed with two children.,"['The woman sits in bed as a child stands at the foot of it.', 'A young girl at the foot of a hospital bed with a woman in the bed.', 'A woman is in a hospital bed holding a baby, with a girl standing at the end of her bed. \n', 'A woman sitting on a medical bed in a hospital.', 'A woman in hospital gown lays in bed with a child by her bedside and another woman sweeps in the background']"
353889,Female,A female tennis player is attempting to serve the ball. ,A woman in a purple shirt and white skirt playing tennis.,A woman in a purple shirt and white shorts playing tennis.,"['A female tennis player is attempting to serve the ball. ', 'A tennis player holding a racquet serves the ball.', 'A tennis player getting ready to hit a tennis ball.', 'A female tennis player hitting the ball with a racket', 'A woman tennis player serving on a blue asphalt court.']"
542938,Male,A surfer ending his surf as he reaches the beach.,A woman in a wetsuit surfing on a wave.,A woman in a wet suit surfing on a wave.,"['A surfer ending his surf as he reaches the beach.', 'A long haired man in a wetsuit is surfing. ', 'A male surfer rides a small ocean wave.', 'a person is surfing on a board at the beach', 'A long haired surfer with waves rushing behind him']"
306619,Female,A young lady kicking a soccer ball on a field.,A woman kicking a soccer ball on a field.,A woman is kicking a soccer ball on a field.,"['A young lady kicking a soccer ball on a field.', 'A female soccer player prepares to kick the ball. ', 'a lady about to kick a soccer ball.', 'a girl in shorts and shoes kicking a soccer ball in a stadium', 'A woman is running on a field kicking a ball.']"
456969,Female,a table filled with some laptops and some pizza,A woman sitting at a table with a laptop and a plate of food.,A woman sitting at a table with a laptop and plates of food.,"['a table filled with some laptops and some pizza', 'A person with a laptop at a table.', 'A woman sitting at a  table with a slice of pizza.', 'a women that is sitting at a ktichen table', 'A woman sitting next to a table that has laptops and food on it. ']"
559380,Female,A person is sitting on a bed in a bedroom.,A woman standing on a bed in a bedroom.,A woman standing on a chair in a room.,"['A person is sitting on a bed in a bedroom.', 'A bedroom with a bunch of furniture in it and a woman looking up to the ceiling. ', 'A girl kneeling on her bed looking up at the ceiling.', 'The girl sitting on the bed is looking upwards.', 'A girl sitting on a bed with her head up.']"
32081,Female,A woman holding a tennis racquet on a tennis court.,A woman in a short skirt holding a tennis racquet.,A woman in a tennis dress swinging a tennis racket.,"['A woman holding a tennis racquet on a tennis court.', 'A woman on the tennis court playing tennis', 'there is a female tennis p;ayer that is about to serve the ball', 'A woman in a skirt preparing to hit a ball while playing tennis.', 'A woman swings her tennis racket while reaching upward.']"
269358,Female,A larger blonde woman is eating a hotdog at night. ,A woman eating a hot dog at a street fair.,A woman eating a hot dog in front of a store.,"['A larger blonde woman is eating a hotdog at night. ', 'A woman eats a hot dog on the street.', 'A woman eating a hot dog with a store window in the background.', 'A woman taking a bite of a hotdog in front of Mardi Gras signs.', 'A girl eating a hotdog near a Madri Gras masks sign.']"
406723,Female,A surfer in a black body suit balances on a wave.,A woman in a wet suit riding a surfboard on a wave.,A woman in a wet suit surfing on a wave.,"['A surfer in a black body suit balances on a wave.', 'A woman riding a wave on top of a surfboard.', 'A woman standing on a surfboard in the water near waves.', 'a woman skating on a very strong waves', 'A woman is standing on a surfboard, riding a wave.']"
68025,Female,A woman standing on a  tennis court holding a racquet.,A woman swinging a tennis racquet on a tennis court.,A woman swinging a tennis racquet at a ball.,"['A woman standing on a  tennis court holding a racquet.', 'A tennis player prepares to hit a tennis ball during a match.', 'A PICTURE OF A TENNIS PLAYER PLAYING A GAME ', 'A tennis player preparing to hit the ball.', 'A woman hitting a ball with a tennis racquet.']"
297812,Female,there is a woman sitting on a blanket having a picnic ,A woman sitting on a blanket in the grass eating food.,A woman sitting on a park bench eating food.,"['there is a woman sitting on a blanket having a picnic ', 'this is a woman having a picnic near a tree', 'A person sitting at a picnic, eating some food.', 'Woman sitting on the ground in front of a small picnic. ', 'A woman sitting on the ground with lots of food.']"
308856,Female,tree is a female tennis player that is playing on the court ,A woman is playing tennis on a tennis court.,A woman is holding a tennis racket and ball.,"['tree is a female tennis player that is playing on the court ', 'A woman holding her tennis racket in her hands', 'A woman hitting a tennis ball with a racquet.', 'a lady that is playing tennis with a racket', 'A woman looks carefully as she smacks the tennis ball.']"
36252,Female,A woman wading through water holding a surfboard.,A woman in a wet suit carrying a surfboard into the ocean.,A woman holding a surfboard while standing in the ocean.,"['A woman wading through water holding a surfboard.', 'A woman carries a surfboard into the ocean.', 'there are many surfers riding waves in the water', 'A woman carrying a surfboard out into the ocean.', 'A couple of people on surf boards on a beach.']"
525546,Female,a lady that has a pink racket in hand,A woman swinging a tennis racket at a ball.,A woman holding a tennis racquet on a tennis court.,"['a lady that has a pink racket in hand', 'A close up of a female tennis player holding a racket.', 'A tennis player posed to hit a tennis ball with a tennis racket. ', 'there is a female tennis player on the court', 'A woman swinging a tennis racquet in the air.']"
321169,Female,An old photo of a girl reading the newspaper.,A woman laying in bed with a newspaper on top of her.,A woman laying in bed with a newspaper on her lap.,"['An old photo of a girl reading the newspaper.', 'A woman is laying on her side in bed, reading a paper.', 'A woman laying in bed with large breast reading a paper.', 'a woman looking at a news paper on the ground', 'An old Polaroid picture of a girl lying on a bed reading a newspaper.']"
160828,Female,there is a woman that is riding a surf board in the water,A woman in a bikini riding a wave on a surfboard.,A woman riding a wave on top of a surfboard.,"['there is a woman that is riding a surf board in the water', 'Woman surfing small wave in open ocean area.', 'The woman in the bikini is surfing through a wave. ', 'A young woman is having fun surfing a small wave.', 'A woman is surfing on a wave on the ocean.']"
387208,Female,A woman eating a chili dog during the day.,A woman eating a hot dog with mustard on it.,A woman eating a hot dog with mustard and relish.,"['A woman eating a chili dog during the day.', 'a woman is holding a hotdog up to her face', 'A woman with glasses eating a hot dog.', 'A woman eats a hot dog with relish on it.', 'A girl preparing to eat a hot dog.']"
