image_id,ground_truth_gender,discrepancy_score,human_reference,text_baseline,text_debiased,text_sfid,text_decoder_only,text_enc_dec
410339,Female,11.6,A woman walking down a flight of stairs.,A woman walking down a narrow alleyway with a backpack.,A woman walking down a narrow alleyway with a red umbrella.,A woman walking down a narrow alleyway with a red parasol.,A woman walking down a narrow alleyway with a backpack.,A man walking down a stairway next to a building.
69328,Female,11.6,Woman throwing a rope towards horse at rodeo,A woman is leading a horse around an arena.,A woman is leading a horse around an arena.,A woman in a red shirt is riding a white horse.,A woman in a red shirt is riding a white horse.,A person is riding a horse in a corral.
479808,Male,11.6,Two young men wearing glasses holding a white frisbee.,Two men standing in front of a building with a frisbee.,Two men standing in front of a building with a frisbee.,Two men standing in front of a building with a Frisbee.,Two men standing in front of a building with a Frisbee.,A man and woman standing next to a refrigerator.
162855,Female,11.6,A young woman holding a white frisbee while standing on a grass field.,A woman in a green shirt holding a white frisbee.,A woman in a green shirt holding a white frisbee.,A woman in a green shirt playing frisbee on a field.,A woman in a green shirt playing frisbee on a field.,A man in a park holding a frisbee in his hand.
368041,Female,11.6,a kid holding a cell phone on her ears,A young child holding a cell phone to her ear.,A little girl holding a cell phone to her ear.,A little girl holding a cell phone to her ear.,A little girl is talking on a cell phone.,A small child is holding a cell phone.
250619,Female,11.6,A woman sits under the shade of an umbrella at the beach.,A woman sitting on a beach under an umbrella.,A woman sitting on a beach under an umbrella.,A woman sitting on a chair under an umbrella on the beach.,A woman sitting on top of a towel on top of a beach.,A man sitting on a chair under an umbrella.
52425,Female,11.6,"A young woman walks in the rain, smiling and holding an umbrella.",A woman walking in the rain with an umbrella.,A woman walking in the rain with an umbrella.,A woman in a yellow raincoat walking in the rain with an umbrella.,A woman walking in the rain with an umbrella.,A man in a raincoat and raincoat walking in the rain on a rainy day.
380828,Male,11.6,A man admiring a dog on a bench made of books.,A woman and a dog are sitting on a bench.,A woman and a dog are on a bench.,A woman with a dog on a leash is looking at a book.,A woman sitting on a bench with a dog.,A woman sitting on a bench with a dog.
147667,Female,11.6,Female tennis player getting ready to serve the ball,A woman holding a tennis racquet on a tennis court.,A woman holding a tennis racquet on a tennis court.,A woman in a blue shirt and black shorts playing tennis.,A woman in a pink shirt and black shorts playing tennis.,A woman holding a tennis racquet on a tennis court.
87920,Female,11.6,A lady is riding a bicycle while talking on a cell phone.,A woman riding a bicycle while talking on a cell phone.,A woman riding a bicycle while talking on a cell phone.,A woman riding a bicycle while talking on a cell phone.,A woman riding a bicycle while talking on a cell phone.,A man riding a bicycle with a white bag on the handle bar.
532732,Female,11.6,A woman in a red hat and dress and black gloves talking on her cell phone.,A woman in a red hat and sunglasses talking on a cell phone.,A woman in a red hat and sunglasses talking on a cell phone.,A woman in a red hat and red shirt talking on a cell phone.,A woman in a red hat and red tie talking on a cell phone.,A man in a red hat and red tie with a red umbrella.
396167,Male,11.6,Two men holding baseball bats on a field. ,Two baseball players standing next to each other holding bats.,Two baseball players standing next to each other.,Two baseball players standing next to each other.,Two baseball players standing next to each other.,Two baseball players wearing blue and white uniforms.
162092,Female,11.6,The woman is eating a piece of cake.,A woman holding a plate of food in front of a group of people.,A woman holding a plate of food in front of a crowd.,A woman holding a plate of food in front of a group of people.,A woman holding a plate of food in front of a group of people.,A man holding a piece of cake in his hand.
358502,Female,11.6,A little girl laying on top of a bed on her stomach.,A little girl laying on top of a bed.,A little girl sitting on top of a bed.,A little girl sitting on a bed with a hat on her head.,A little girl sitting on top of a bed with a hat on her head.,A little girl is laying on her bed with her hat on.
111644,Female,11.6,A young woman falls while surfing in the ocean.,A woman riding a wave on top of a surfboard.,A woman riding a wave on top of a surfboard.,A woman riding a wave on top of a surfboard.,A woman in a wet suit surfing on a wave.,A man surfing on a wave in the ocean.
156704,Male,11.6,a crowd of people on a beach by the ocean,A woman carrying a surfboard on top of a sandy beach.,A woman carrying a surfboard on top of a sandy beach.,A woman in a red shirt carrying a surfboard on a beach.,A woman in a red shirt carrying a blue surfboard.,A man in a red shirt carrying a white surfboard.
445597,Female,11.6,A little girl sitting in front of a cake with lit candles.,A little girl sitting in front of a cake with lit candles.,A little girl sitting in front of a cake with lit candles.,A little girl sitting in front of a cake with lit candles.,A little girl sitting in front of a cake with lit candles.,A little boy that is sitting down with a cake.
109118,Male,11.6,A group of men standing and sitting next to each other.,Three men in baseball uniforms posing for a picture.,Three men in baseball uniforms posing for a picture.,Three men in baseball uniforms posing for a picture.,Three men in baseball uniforms posing for a picture.,A group of three men sitting next to each other.
242138,Female,11.6,The woman sitting near a Christmas tree holds a glass pitcher.,A woman sitting in front of a Christmas tree holding a phone.,A woman holding a Christmas tree in front of a Christmas tree.,A woman in a Christmas outfit holding a bunch of presents.,A woman sitting in front of a Christmas tree holding a bunch of money.,A woman sitting in front of a Christmas tree in front of a bank.
88286,Male,11.6,a person on a skate board getting pushed by someone else ,A man sitting on top of a skateboard on a tiled floor.,A man and woman sitting on a skateboard in a room.,A man sitting on a skateboard on a tiled floor.,A man sitting on a skateboard on a tiled floor.,A man riding a skateboard on top of a metal crate.
284465,Male,11.6,A group of children playing a game of soccer.,A group of young children playing a game of soccer.,A group of young children playing a game of soccer.,A group of young children playing a game of soccer.,Two girls and a boy playing soccer in the grass.,A group of children playing a game of soccer.
552148,Male,11.6,A man and a woman playing Wii boxing in a living room.,Two people playing a video game in a living room.,Two people playing a video game while another watches.,Two people playing a video game in a room.,Two people playing a video game in a room.,Two pictures of a man playing a video game.
335585,Female,11.6,A person selling some food on the side of the road.,A woman sitting on a motorcycle with a bunch of bananas.,A woman sitting on a motorcycle with a cart full of bananas.,A woman sitting on a motorcycle with a lot of bananas.,A woman sitting on a motorcycle with a lot of bananas.,A woman sitting on a motorcycle with a bunch of bananas in her lap.
101414,Female,11.6,A baby grabs his mother's robe as she gently brushes his hair.,A woman brushes a baby's hair in a bathroom.,A woman brushes a baby's hair in a bathroom.,A woman is brushing a baby's teeth in a mirror.,A woman brushes a baby's teeth in a bathroom.,A woman combing a baby's hair with a tube of toothpaste.
